src	dest	type	weight
Fair and impartial application of laws	Substance abuse	∧	3
Fair and impartial application of laws	Substance abuse	→	0
Fair and impartial application of laws	Substance abuse	∨	0
Fair and impartial application of laws	financial	∧	3
Fair and impartial application of laws	financial	→	0
Fair and impartial application of laws	financial	∨	0
Fair and impartial application of laws	Negative impact on mental, physical, or emotional well-being	∧	1
Fair and impartial application of laws	Negative impact on mental, physical, or emotional well-being	→	0
Fair and impartial application of laws	Negative impact on mental, physical, or emotional well-being	∨	0
Fair and impartial application of laws	Regulatory compliance	∧	1
Fair and impartial application of laws	Regulatory compliance	→	0
Fair and impartial application of laws	Regulatory compliance	∨	0
Fair and impartial application of laws	focuses on improving educational opportunities	∧	1
Fair and impartial application of laws	focuses on improving educational opportunities	→	0
Fair and impartial application of laws	focuses on improving educational opportunities	∨	0
Fair and impartial application of laws	Focuses on holistic development	∧	1
Fair and impartial application of laws	Focuses on holistic development	→	0
Fair and impartial application of laws	Focuses on holistic development	∨	0
Fair and impartial application of laws	conformity to established rules or standards	∧	1
Fair and impartial application of laws	conformity to established rules or standards	→	0
Fair and impartial application of laws	conformity to established rules or standards	∨	0
Fair and impartial application of laws	sustainability	∧	2
Fair and impartial application of laws	sustainability	→	1
Fair and impartial application of laws	sustainability	∨	0
Fair and impartial application of laws	Does not promote or support illegal drug use	∧	1
Fair and impartial application of laws	Does not promote or support illegal drug use	→	0
Fair and impartial application of laws	Does not promote or support illegal drug use	∨	0
Safety	Denial of access/permission	∧	0
Safety	Denial of access/permission	→	2
Safety	Denial of access/permission	∨	0
Safety	lacking assistance	∧	4
Safety	lacking assistance	→	0
Safety	lacking assistance	∨	1
Safety	Middle Eastern conflict	∧	7
Safety	Middle Eastern conflict	→	0
Safety	Middle Eastern conflict	∨	0
Safety	Promotes peaceful resolution	∧	2
Safety	Promotes peaceful resolution	→	0
Safety	Promotes peaceful resolution	∨	0
Safety	Lack of local control and integration in society	∧	1
Safety	Lack of local control and integration in society	→	1
Safety	Lack of local control and integration in society	∨	1
Safety	Emotionally charged	∧	0
Safety	Emotionally charged	→	2
Safety	Emotionally charged	∨	0
Safety	does not contribute to overall economic prosperity	∧	1
Safety	does not contribute to overall economic prosperity	→	0
Safety	does not contribute to overall economic prosperity	∨	0
Safety	Location	∧	3
Safety	Location	→	1
Safety	Location	∨	0
Safety	Environmental impact	∧	5
Safety	Environmental impact	→	0
Safety	Environmental impact	∨	0
Safety	Dietary balance and nutrient adequacy	∧	2
Safety	Dietary balance and nutrient adequacy	→	0
Safety	Dietary balance and nutrient adequacy	∨	0
Fair and impartial application of laws	Denial of access/permission	∧	2
Fair and impartial application of laws	Denial of access/permission	→	0
Fair and impartial application of laws	Denial of access/permission	∨	0
Fair and impartial application of laws	Reliable	∧	0
Fair and impartial application of laws	Reliable	→	1
Fair and impartial application of laws	Reliable	∨	0
Fair and impartial application of laws	Influences global politics	∧	0
Fair and impartial application of laws	Influences global politics	→	1
Fair and impartial application of laws	Influences global politics	∨	0
Fair and impartial application of laws	Freedom of choice	∧	2
Fair and impartial application of laws	Freedom of choice	→	0
Fair and impartial application of laws	Freedom of choice	∨	0
Fair and impartial application of laws	Inflicts harm on others	∧	1
Fair and impartial application of laws	Inflicts harm on others	→	0
Fair and impartial application of laws	Inflicts harm on others	∨	0
Fair and impartial application of laws	Involves financial transactions	∧	1
Fair and impartial application of laws	Involves financial transactions	→	0
Fair and impartial application of laws	Involves financial transactions	∨	0
Fair and impartial application of laws	Financial support	∧	1
Fair and impartial application of laws	Financial support	→	0
Fair and impartial application of laws	Financial support	∨	0
Fair and impartial application of laws	Lack of sustainability	∧	1
Fair and impartial application of laws	Lack of sustainability	→	0
Fair and impartial application of laws	Lack of sustainability	∨	0
Fair and impartial application of laws	Promotes economic and social protection for individuals	∧	1
Fair and impartial application of laws	Promotes economic and social protection for individuals	→	0
Fair and impartial application of laws	Promotes economic and social protection for individuals	∨	0
Fair and impartial application of laws	Supports real estate development	∧	2
Fair and impartial application of laws	Supports real estate development	→	0
Fair and impartial application of laws	Supports real estate development	∨	0
Fair and impartial application of laws	should be evaluated based on social impact	∧	0
Fair and impartial application of laws	should be evaluated based on social impact	→	1
Fair and impartial application of laws	should be evaluated based on social impact	∨	0
Fair and impartial application of laws	Unbiased analysis	∧	1
Fair and impartial application of laws	Unbiased analysis	→	0
Fair and impartial application of laws	Unbiased analysis	∨	0
Fair and impartial application of laws	Nationality	∧	0
Fair and impartial application of laws	Nationality	→	1
Fair and impartial application of laws	Nationality	∨	0
Fair and impartial application of laws	use of military force	∧	1
Fair and impartial application of laws	use of military force	→	0
Fair and impartial application of laws	use of military force	∨	0
Fair and impartial application of laws	Exceptional	∧	1
Fair and impartial application of laws	Exceptional	→	4
Fair and impartial application of laws	Exceptional	∨	0
Denial of access/permission	Fairness	∧	0
Denial of access/permission	Fairness	→	8
Denial of access/permission	Fairness	∨	0
Denial of access/permission	Nationality	∧	2
Denial of access/permission	Nationality	→	0
Denial of access/permission	Nationality	∨	0
Denial of access/permission	Safety	∧	0
Denial of access/permission	Safety	→	7
Denial of access/permission	Safety	∨	0
Denial of access/permission	Positive	∧	2
Denial of access/permission	Positive	→	0
Denial of access/permission	Positive	∨	0
Denial of access/permission	Substance abuse	∧	2
Denial of access/permission	Substance abuse	→	0
Denial of access/permission	Substance abuse	∨	0
Denial of access/permission	involves children	∧	1
Denial of access/permission	involves children	→	0
Denial of access/permission	involves children	∨	0
Denial of access/permission	Inflicts harm on others	∧	1
Denial of access/permission	Inflicts harm on others	→	0
Denial of access/permission	Inflicts harm on others	∨	0
Denial of access/permission	Negative impact on mental, physical, or emotional well-being	∧	3
Denial of access/permission	Negative impact on mental, physical, or emotional well-being	→	1
Denial of access/permission	Negative impact on mental, physical, or emotional well-being	∨	0
Denial of access/permission	Not involved in substance abuse or illegal activities	∧	1
Denial of access/permission	Not involved in substance abuse or illegal activities	→	0
Denial of access/permission	Not involved in substance abuse or illegal activities	∨	0
Denial of access/permission	Represents the diversity and inclusivity of a community	∧	1
Denial of access/permission	Represents the diversity and inclusivity of a community	→	0
Denial of access/permission	Represents the diversity and inclusivity of a community	∨	0
Denial of access/permission	Fair and impartial application of laws	∧	2
Denial of access/permission	Fair and impartial application of laws	→	0
Denial of access/permission	Fair and impartial application of laws	∨	0
